X0,S0,Pr0,Vr,Pr0_check,S_check,YXS_check,operation_total_time,operation_avg_batch,operation_batch_time,operation_num_batches,operation_stationary_start,OPEX_feed_X0,OEPX_feed_S0,OPEX_feed_Pr0,OPEX_utility_cooling,OPEX_utility_agitation,OPEX_total,Revenue_X,Revenue_P,Revenue_total,Profit
50.55952553223744,477.9599605663257,171.61229046355822,44678.02030241776,VALID,VALID,VALID,7884.0,211.39861322509722,6.349999999999909,761.7391304347893,7.419999999999886,8603460.7356,4066602.3965,9344768.7237,2207990.9967,45383.0006,24268205.8532,11903772.7928,19241587.9337,31145360.7266,6877154.8733
49.24828528531686,460.4895276033502,159.63676478203743,43871.7945866449,VALID,VALID,VALID,7884.0,211.39861322509722,6.409999999999908,757.3487031700355,7.059999999999894,8181678.3911,3825084.6659,8486608.8556,2142942.9300,44725.8507,22681040.6933,11498502.8606,19225615.8257,30724118.6863,8043077.9930
51.33933923714875,484.93334505188966,172.24988120347888,40105.38679784209,VALID,VALID,VALID,7884.0,211.39861322509722,6.999999999999895,716.7272727272796,7.379999999999887,7378650.1426,3484806.7279,7922013.0489,1964512.3369,42254.5980,20792236.8544,10471569.4466,19232617.3312,29704186.7777,8911949.9233
47.39756266442232,478.0994712429548,166.63089633122883,41967.752462960336,VALID,VALID,VALID,7884.0,211.39861322509722,6.9399999999998965,720.6581352833706,7.369999999999887,7167554.7502,3614958.1788,8063442.9647,2036169.5288,44078.1918,20926203.6143,10717743.9804,19234354.0594,29952098.0398,9025894.4255
50.006113624202584,464.06436144585757,161.4021289521008,41560.396460444004,VALID,VALID,VALID,7884.0,211.39861322509722,6.7599999999999,732.713754646847,7.0799999999998935,7613899.3904,3532907.3813,7863995.7056,2002731.5806,43229.4805,21056763.5384,10715443.9636,19232293.6160,29947737.5795,8890974.0412
48.114299980558265,471.85724034023866,154.37594419489605,43437.549087569285,VALID,VALID,VALID,7884.0,211.39861322509722,6.269999999999911,767.672833495625,6.829999999999899,8022055.4697,3933617.4041,8236469.4938,2219843.4054,43906.4496,22455892.2226,11785864.9943,19218025.7204,31003890.7147,8547998.4921
46.86484868603327,480.84429687310126,159.8509618290037,44820.78442621952,VALID,VALID,VALID,7884.0,211.39861322509722,6.249999999999911,769.1707317073237,7.089999999999893,8078289.7583,4144257.0153,8817336.9952,2298309.9919,45248.2217,23383441.9824,12138589.2586,19221301.8194,31359891.0779,7976449.0956
48.69971034964536,472.2443546762348,174.14344689175704,41262.14444049531,VALID,VALID,VALID,7884.0,211.39861322509722,7.289999999999889,698.3170947741432,7.659999999999881,7016182.0821,3401819.3905,8028447.7950,1910618.4030,44111.4457,20401179.1163,10120137.1283,19220330.3641,29340467.4924,8939288.3761
54.203884654241264,466.680011516767,152.66359077405525,42366.47807506662,VALID,VALID,VALID,7884.0,211.39861322509722,5.929999999999918,793.957703927499,6.499999999999906,9116332.2831,3924451.2474,8216279.1388,2219591.9621,41888.3948,23518543.0261,12123464.4401,19242680.3437,31366144.7838,7847601.7577
52.34653766337924,466.2857014874088,157.6460234402901,44771.954366232385,VALID,VALID,VALID,7884.0,211.39861322509722,5.869999999999919,798.7841945288819,6.7999999999998995,9360380.0282,4168958.9823,9020664.2438,2304840.4627,44085.2097,24898928.9267,12562420.2125,19230633.6058,31793053.8183,6894124.8915
53.33713323573198,489.19822446663295,167.75198721130215,41483.12470458732,VALID,VALID,VALID,7884.0,211.39861322509722,6.349999999999909,761.7391304347893,7.069999999999894,8427085.5290,3864582.7289,8481357.7821,2156197.5826,42137.6923,22971361.3150,11630569.5084,19227904.4391,30858473.9474,7887112.6324
53.5063840058937,474.25494184614615,161.77916110251056,44106.32625155585,VALID,VALID,VALID,7884.0,211.39861322509722,5.909999999999918,795.560040363276,6.879999999999898,9387489.2596,4160310.2654,9082730.0884,2290346.0149,43549.2442,24964424.8725,12506806.6440,19234766.1821,31741572.8260,6777147.9535
50.8114135228686,488.2015802275012,155.36179643478633,40000.355418710074,VALID,VALID,VALID,7884.0,211.39861322509722,6.459999999999907,753.7284894837543,6.669999999999902,7659670.0518,3679747.0923,7494505.7692,2103154.8410,40900.6862,20977978.4404,11171219.8040,19239777.8192,30410997.6233,9433019.1829
47.86829570711382,485.5200996388418,158.54064744998786,41080.85662338983,VALID,VALID,VALID,7884.0,211.39861322509722,6.669999999999902,738.8940955951333,6.959999999999896,7265067.5507,3684418.1196,7699850.5754,2095966.9938,42517.4114,20787820.6509,11014356.7919,19224703.9925,30239060.7844,9451240.1335
52.4490427372513,466.68922282952997,166.1313340570931,40070.30474456339,VALID,VALID,VALID,7884.0,211.39861322509722,6.9399999999998965,720.6581352833706,7.149999999999892,7572852.7010,3369145.1332,7675796.8873,1912185.5176,42085.3268,20572065.5660,10308303.6077,19229454.6580,29537758.2657,8965692.6998
45.4845447704574,468.6668978240699,150.55855050909145,44233.162502580664,VALID,VALID,VALID,7884.0,211.39861322509722,6.30999999999991,764.6944713870096,6.809999999999899,7692540.6165,3963147.4442,8148193.7801,2243655.3088,44821.3151,22092358.4647,11788106.6148,19234020.1411,31022126.7559,8929768.2912
53.32965737455059,462.59361028185816,172.36926469241422,41518.79663369917,VALID,VALID,VALID,7884.0,211.39861322509722,6.829999999999899,727.9778393351869,7.389999999999887,8059381.5058,3495445.6591,8335712.5167,1954316.3442,43351.3788,21888207.4046,10637923.8069,19222548.1207,29860471.9277,7972264.5230
